post_id,sentence,true_label,logits
27942516_gab,purple haired dyke fascism please stop this meme,offensive,[-0.29624283  0.15602362  0.01722009]
27984542_gab,norwegians just as retarded as the rest of w europe importing murdering raping incestious pedophiles to a once beautiful country have caucasians no brain these days,hatespeech,[-0.38284776 -0.8179124   0.90062875]
27998697_gab,attention all lieberal feminazi here a cause for you put on your pussy hats and go get the toxic male responsible for actual pussy grabbing c mon lying bitches still waiting,hatespeech,[-1.0325836   0.3427087  -0.02954561]
2801215_gab,muslim migrant rapes more women than canadian bernado yet media stays silent we wonder why no one trusts the media any more,offensive,[-0.57576174  0.02259021  0.17709206]
2867779_gab,i am an american but i am ethnically chinese people often ask me what does ching chong ching chong mean i always answer it means go fuck yourself you retarded democrat speakfreely,offensive,[-0.43091258 -0.44827998  0.62905234]
2901472_gab,<user> he should resign and then commit hara kiri in front of those bloody thirsty muslim scumbag camel jockeys,hatespeech,[-1.2346754   0.44359708  0.05178174]
2984501_gab,<user> conversano seen by some as controlled opposition advocates frontal clash risks civil war whereas the french white population has no weapons contrary to the heavily armed ghettos good idea,offensive,[-1.066676   0.5403424 -0.0571822]
3051248_gab,<user> why would you automatically associate the will to welcome refugees and the indifference to rape outside of your dogmatic juice this correlation makes no sense at all you are only showing your preconceptions and small mindedness by bringing the refugee issue on a false rape topic,normal,[-0.75187826  0.5659267  -0.05459263]
3160792_gab,<user> and this is why zionist hate him and want to destroy russia they kicked out the big banks owned by kenite jews russia is literally the last vestige of white values left in the world,normal,[-0.4346169   0.39384055 -0.04305075]
3166553_gab,a liberal asked if conservatives would do the jobs illegal immigrants do why must democrats think we need a permanent underclass of non citizens wait were not they the ones who implemented slavery were not they against civil rights it all becoming clearer now,normal,[ 4.3853208e-01 -5.3586835e-01 -4.1581318e-04]
3167875_gab,i love how feminists only like women who break the glass ceiling when they agree with them kellyanneconway,normal,[-0.54044783  0.03646009  0.14259095]
3284098_gab,all women who want to have kids are more beautiful than all women who do not want to have kids,normal,[-0.37459508 -0.02571627  0.12390544]
3400567_gab,<user> are not the immigrants from iran sikhs as well i have heard a lot of great success stories about how they integrated into our society,normal,[-1.3220150e+00  7.0380145e-01 -8.2961842e-04]
3426717_gab,considering many europeans have now been raped and killed horriby by islamic hoardes i wonder what the media reaction when the backlash comes it is bound to happen no doubt they will condemn it as a white nazi hate crime and come down hard on anyone critical of islam banislam,hatespeech,[ 0.03124219 -0.3300473   0.16452634]
3436770_gab,babbitt and deyo a gay couple engaged in ongoing sexual contact with eight underage boys over several years and then killed themselves when discovered breitbart,normal,[-0.57586145 -0.13497022  0.25212827]
3483203_gab,obamanicknames <number> <number> dollar muslim pimp a hole musloid a token to make stupid white people feel less guilty a tr <user> gay husband americahaterinchief america hating globalist elitist piece of trash arrogant pompous narcissistic thug attention hound b hussein blunder barack arafat,hatespeech,[-0.44147453  0.1357035   0.07324566]
3492903_gab,i hope obama and his corrupt cia get caught trying cut the power to our grid i d love to see that muslim goatf*cker <censored> <censored> in cuffs and a jumpsuit falseflag obama,hatespeech,[ 0.00359797 -0.749035    0.4904152 ]
3581881_gab,<user> jews have their own country they should stop meddling and trying to flood our nations with immigrants,hatespeech,[-0.19768208  0.26811796  0.08169731]
3733403_gab,if these ghetto trash gangsta pussies are so bad ass then why do they almost always group up in packs of <number> or more to attack a solo white person and they tend to pick weakened inebriated or incapacitated victims doh,offensive,[-0.40430298 -0.00399919  0.24591221]
3852741_gab,it worth remembering that in <number> meryl streep actually stood up and applauded a man who drugged then raped a <number> year old girl streep was fully aware of the rape and supported him nonetheless child rape ok democracy not so much yikes,normal,[-0.40427795  0.03433502  0.15953292]
3949269_gab,<user> forgot to tell you my favorite food is italian food do you make canoles it sad what happening over there with the refugees,normal,[-1.2183049   0.5785482  -0.03694662]
3965684_gab,obama to cubans you can not stay sorry cubans but what about the illegal immigrants from mexico obama they get to stay they vote democrat result obama just guaranteed trump will win florida in <number> gab gabfam speakfreely maga cuba,offensive,[-0.7048216   0.06016396  0.19955175]
3970862_gab,fbi completely inept paralyzed by pc airport shooter who killed <number> while shouting allah akbar converted to islam changed name to aashiq hammad purchased ticket under new muslim name recorded islamic religious songs fbi can not tell terrorism was the motive maga trump gabfam banislam,normal,[-0.7880496   0.04996817  0.14719045]
3978432_gab,<user> the only problem i see right now with this is the robot is white so even if you do grant it rights some ghetto niggas are going to come along and kidnap it because it white and mostly like supported donald j trump for president,offensive,[-1.4142191   0.9511553  -0.16939668]
3990992_gab,yes npr do go on please tell me about all the poor women who need my money because they can not keep their legs closed maga speakfreely,offensive,[-1.0928636   0.4971426  -0.16053692]
3999711_gab,bringing in pro sharia law immigrants is like letting a drunk driver take kids to school on the bus it like letting a serial killer out of prison and hope he she has learned their lesson,offensive,[-0.7763051  0.3274076 -0.0453899]
4025504_gab,<user> you do not consider anything presented to you as evidence let alone irrefutable evidence you just continue to diagree you shifted this argument from the jews pushing the muslims in to the holocaust to af diary you can not win so you shift are you black or a woman,offensive,[-0.7055551   0.53096277 -0.04290091]
4037364_gab,<user> aloha akbatman she not the immigrant we need or the immigrant we want but she the immigrant we have got so let beat her because she can take it,hatespeech,[-1.1752359   0.6379731  -0.03091483]
4100251_gab,<user> they will get arrested if cause violence,normal,[-1.7526091   0.8337885  -0.19431697]
4101820_gab,<user> we have all been raped by these assholes cathy obrian came out years ago,offensive,[-1.2572392   0.62601626 -0.04511113]
4102150_gab,<user> they resisted it for <number> years along with the nubeans in the south of sudan that is a beautiful and remarkable history of resisting evil i gotta tell u u have to read genesis <number> <number> the story of ishmael and u will see arabs today perfectly described,offensive,[-1.5624499   0.86710733 -0.11604099]
4300173_gab,how many feminists will get raped tonight by the diverse filth they are currently marching with then blame men no right wing straight white male wants to touch your std infested multiculturally accecable hatchet wound and i think that really why you are angry womensmarch,hatespeech,[-0.0663501  -0.10740322  0.17040424]
4337482_gab,women do not understand the difference between fact and opinion nor do they understand that not all opinions are equal some do but the vast majority including high iq women do not of course it also true that most men are women,offensive,[-0.3935742   0.08131589  0.06391652]
4361301_gab,feminists i am doing this womens march because trump is a misogynist that hires many women into leading roles in his business and hates illegal immigrants i am the resistance but let import as many islamic women oppressing refugees as we can cuz diversity,normal,[-0.513005    0.08694318  0.1214318 ]
